a_type_1,a_type_2,a_hp,a_attack,a_defense,a_sp_atk,a_sp_def,a_speed,a_generation,a_legendary,b_type_1,b_type_2,b_hp,b_attack,b_defense,b_sp_atk,b_sp_def,b_speed,b_generation,b_legendary,did_a_win,pair_key
Fire,,45,60,40,70,50,45,3,0,Poison,,80,80,50,40,50,25,1,0,1,Grimer_vs_Torchic
Steel,Fairy,50,85,85,55,55,50,3,0,Fighting,Dark,95,124,78,69,71,58,6,0,0,Mawile_vs_Pangoro
Rock,Water,70,60,125,115,70,55,1,0,Water,Psychic,95,75,110,100,80,30,1,0,1,Omastar_vs_Slowbro
Ghost,,45,100,135,65,135,45,4,0,Dark,Flying,110,65,105,55,95,80,5,0,0,Dusknoir_vs_Mandibuzz
Water,,20,15,20,10,55,80,3,0,Ghost,,64,115,65,83,63,65,3,0,0,Banette_vs_Feebas
Rock,Ice,123,77,72,99,92,58,6,0,Normal,,85,110,90,45,90,80,5,0,0,Aurorus_vs_Stoutland
Normal,Flying,40,55,30,30,30,60,4,0,Psychic,,55,50,45,135,95,120,1,0,0,Alakazam_vs_Starly
Electric,,60,90,55,90,80,110,1,0,Ghost,Fire,50,30,55,65,55,20,5,0,1,Litwick_vs_NidoranM
Bug,Poison,30,45,59,30,39,57,5,0,Ground,Steel,110,135,60,50,65,88,5,0,0,Excadrill_vs_Venipede
Fighting,,50,120,53,35,110,87,1,0,Bug,,38,35,40,27,25,35,6,0,1,Hitmonlee_vs_Scatterbug
Poison,Ground,81,102,77,85,75,85,1,0,Ghost,,60,60,60,105,105,105,4,0,0,Mismagius_vs_Nidoking
Ghost,Flying,150,80,44,90,54,80,4,0,Normal,,45,60,45,25,45,55,5,0,0,Drifblim_vs_Lillipup
Fighting,,75,125,75,30,75,85,5,0,Grass,Poison,60,62,63,80,80,60,1,0,1,Ivysaur_vs_Sawk
Ghost,Grass,85,110,76,65,82,56,6,0,Grass,,60,40,60,40,60,35,3,0,1,Shroomish_vs_Trevenant
Fire,,40,45,40,62,60,60,6,0,Normal,,60,60,60,35,35,30,3,0,1,Fennekin_vs_Slakoth
Grass,,50,65,45,85,65,95,3,0,Rock,Flying,80,105,65,60,75,130,1,0,0,Aerodactyl_vs_Grovyle
Ghost,,45,100,135,65,135,45,4,0,Psychic,,95,23,48,23,48,23,3,0,1,Dusknoir_vs_Wynaut
Ice,Flying,45,55,45,65,45,75,2,0,Flying,Dragon,85,70,80,97,80,123,6,0,0,Delibird_vs_Noivern
Dark,Fire,75,90,90,140,90,115,2,0,Water,,69,69,76,69,86,91,4,0,1,Lumineon_vs_Mega Houndoom
Poison,Fighting,83,106,65,86,65,85,4,0,Grass,Flying,55,45,50,45,65,80,2,0,1,Skiploom_vs_Toxicroak
Electric,,80,120,79,95,79,70,4,0,Water,,50,53,62,58,63,44,6,0,1,Clauncher_vs_Luxray
Normal,Flying,65,90,65,61,61,100,1,0,Fire,,55,70,45,70,50,60,1,0,1,Fearow_vs_Growlithe
Steel,Fairy,57,80,91,80,87,75,6,0,Grass,Poison,60,62,63,80,80,60,1,0,1,Ivysaur_vs_Klefki
Electric,,35,55,40,45,40,60,5,0,Poison,,55,47,52,40,40,41,1,0,1,Nidoran_vs_Tynamo
Normal,,55,70,55,40,55,85,2,0,Normal,Flying,40,45,40,35,35,56,1,0,1,Aipom_vs_Pidgey
Ghost,Grass,49,66,70,44,55,51,6,0,Steel,Psychic,80,145,150,105,110,110,3,0,0,Mega Metagross_vs_Pumpkaboo Average Size
Bug,Electric,50,47,50,57,50,65,5,0,Electric,,70,75,60,105,60,105,3,0,0,Joltik_vs_Manectric
Normal,,70,65,65,55,55,70,3,0,Water,Rock,100,90,130,45,65,55,3,0,1,Delcatty_vs_Relicanth
Grass,,50,53,48,53,48,64,5,0,Normal,,104,91,63,91,73,68,3,0,0,Exploud_vs_Pansage
Rock,,55,75,85,25,25,15,5,0,Water,,130,65,60,110,95,65,1,0,0,Roggenrola_vs_Vaporeon
Psychic,,45,30,50,55,65,45,5,0,Water,Ground,50,48,43,46,41,60,3,0,0,Barboach_vs_Gothita
Poison,,35,60,44,40,54,55,1,0,Electric,,60,45,70,45,90,95,4,0,0,NidoranF_vs_Pachirisu
Poison,Ground,90,92,87,75,85,76,1,0,Normal,Flying,80,115,80,65,55,93,5,0,0,Nidoqueen_vs_Unfezant
Ghost,Poison,60,65,80,170,95,130,1,0,Electric,,45,60,32,50,32,76,5,0,1,Blitzle_vs_Mega Gengar
Water,,70,92,65,80,55,98,5,0,Psychic,,65,40,50,125,60,30,5,0,1,Basculin_vs_Duosion
Water,Ground,110,78,73,76,71,60,3,0,Fighting,,50,120,53,35,110,87,1,0,0,Hitmonlee_vs_Whiscash
Water,Fighting,90,95,95,70,90,70,1,0,Water,,100,100,100,100,100,100,4,0,0,Manaphy_vs_Poliwrath
Psychic,,110,65,75,125,85,30,5,0,Water,,30,40,70,70,25,60,1,0,1,Horsea_vs_Reuniclus
Ice,,95,110,80,70,80,50,5,0,Electric,Steel,25,35,70,95,55,45,1,0,1,Beartic_vs_Magnemite
Normal,,64,51,23,51,23,28,3,0,Rock,Flying,80,105,65,60,75,130,1,0,0,Aerodactyl_vs_Whismur
Water,Ground,50,48,43,46,41,60,3,0,Psychic,,65,40,50,125,60,30,5,0,1,Barboach_vs_Duosion
Normal,Flying,40,60,30,31,31,70,1,0,Electric,,85,115,80,105,80,50,5,0,1,Eelektross_vs_Spearow
Grass,Poison,40,30,35,50,70,55,4,0,Ice,Psychic,45,30,15,85,65,65,2,0,0,Budew_vs_Smoochum
Normal,Flying,100,50,50,76,96,70,2,0,Ghost,Grass,49,66,70,44,55,51,6,0,0,Noctowl_vs_Pumpkaboo Average Size
Ghost,,60,60,60,85,85,85,2,0,Dark,Ghost,50,75,75,65,65,50,3,0,0,Misdreavus_vs_Sableye
Normal,,75,80,60,65,90,102,6,0,Grass,,45,35,50,70,50,30,5,0,1,Furfrou_vs_Petilil
Water,,54,63,52,83,56,97,6,0,Psychic,,75,125,70,125,70,115,4,1,0,Azelf_vs_Frogadier
Normal,,160,110,65,65,110,30,1,0,Fighting,,45,85,50,55,50,65,5,0,0,Mienfoo_vs_Snorlax
Poison,Fighting,48,61,40,61,40,50,4,0,Bug,Poison,40,60,40,40,40,30,2,0,1,Croagunk_vs_Spinarak
Dragon,Fairy,75,110,110,110,105,80,3,0,Bug,Flying,70,80,102,80,102,40,4,0,1,Mega Altaria_vs_Vespiquen
Fire,,85,97,66,105,66,65,5,0,Water,,64,66,68,81,76,50,4,0,1,Heatmor_vs_Prinplup
Bug,Poison,30,45,59,30,39,57,5,0,Bug,Poison,60,50,70,50,90,65,3,0,0,Dustox_vs_Venipede
Bug,,65,125,100,55,70,85,1,0,Ice,Ghost,70,80,70,80,70,110,4,0,0,Froslass_vs_Pinsir
Fire,,85,97,66,105,66,65,5,0,Bug,Poison,60,55,50,40,55,45,1,0,1,Heatmor_vs_Venonat
Normal,Psychic,70,80,65,90,65,85,2,0,Psychic,,60,48,45,43,90,42,1,0,1,Drowzee_vs_Girafarig
Rock,Ground,40,80,100,30,30,20,1,0,Ice,Psychic,45,30,15,85,65,65,2,0,1,Geodude_vs_Smoochum
Water,Ground,95,85,85,65,65,35,2,0,Fire,,58,64,58,80,65,80,1,0,1,Charmeleon_vs_Quagsire
Bug,,37,25,41,25,41,25,4,0,Psychic,Flying,106,90,130,90,154,110,2,1,0,Kricketot_vs_Lugia
Fire,Flying,78,81,71,74,69,126,6,0,Ground,Psychic,40,40,55,40,70,55,3,0,1,Baltoy_vs_Talonflame
Ghost,Grass,85,100,122,58,75,54,6,0,Psychic,,65,65,60,130,95,110,2,0,0,Espeon_vs_Gourgeist Super Size
Water,,55,104,105,94,75,52,3,0,Water,,85,105,100,79,83,78,2,0,0,Feraligatr_vs_Huntail
Bug,Flying,61,90,45,50,50,160,3,0,Ice,,95,117,184,44,46,28,6,0,0,Avalugg_vs_Ninjask
Bug,Flying,60,45,50,90,80,70,1,0,Grass,,60,40,60,40,60,35,3,0,1,Butterfree_vs_Shroomish
Psychic,,76,25,45,67,55,24,5,0,Ghost,Dragon,150,100,120,100,120,90,4,1,0,Giratina Altered Forme_vs_Munna
Normal,,65,76,84,54,96,105,4,0,Psychic,Fairy,38,35,35,65,55,50,3,0,1,Kirlia_vs_Lopunny
Rock,Dark,100,164,150,95,120,71,2,0,Bug,Ghost,1,90,45,30,30,40,3,0,1,Mega Tyranitar_vs_Shedinja
Ground,,108,112,118,68,72,47,4,0,Ghost,Grass,43,70,48,50,60,38,6,0,1,Hippowdon_vs_Phantump
Bug,,65,73,55,47,75,85,3,0,Ground,Rock,80,85,95,30,30,25,1,0,1,Rhyhorn_vs_Volbeat
Psychic,,65,50,70,95,80,65,3,0,Dragon,,45,75,60,40,30,50,3,0,1,Bagon_vs_Chimecho
Fire,,70,85,140,85,70,20,3,0,Normal,Fairy,115,45,20,45,25,20,1,0,0,Jigglypuff_vs_Torkoal
Electric,Dragon,90,95,105,165,110,45,2,0,Grass,,45,49,65,49,65,45,2,0,0,Chikorita_vs_Mega Ampharos
Psychic,Flying,65,75,70,95,70,95,2,0,Fire,Ground,70,100,70,105,75,40,3,0,1,Camerupt_vs_Xatu
Psychic,,45,30,40,105,50,20,5,0,Electric,,70,75,60,105,60,105,3,0,0,Manectric_vs_Solosis
Grass,,50,85,40,85,40,35,3,0,Electric,Water,50,65,107,105,107,86,4,0,0,Cacnea_vs_Wash Rotom
Fairy,,101,72,72,99,89,29,6,0,Electric,Normal,44,38,33,61,43,70,6,0,1,Aromatisse_vs_Helioptile
Grass,,50,65,45,85,65,95,3,0,Bug,,50,35,55,25,25,15,3,0,1,Cascoon_vs_Grovyle
Bug,Electric,70,77,60,97,60,108,5,0,Psychic,Flying,106,90,130,90,154,110,2,1,0,Galvantula_vs_Lugia
Bug,,40,29,45,29,45,36,4,0,Steel,Ghost,60,50,150,50,150,60,6,0,0,Aegislash Shield Forme_vs_Burmy
Fire,,39,52,43,60,50,65,1,0,Fighting,Flying,78,92,75,74,63,118,6,0,0,Charmander_vs_Hawlucha
Normal,,45,60,45,25,45,55,5,0,Ghost,,40,70,130,60,130,25,3,0,0,Dusclops_vs_Lillipup
Bug,Ground,60,79,105,59,85,36,4,0,Normal,Fighting,65,136,94,54,96,135,4,0,0,Mega Lopunny_vs_Wormadam Sandy Cloak
Water,,71,73,88,120,89,59,6,0,Rock,Flying,75,140,65,112,65,110,5,0,0,Archeops_vs_Clawitzer
Fire,Ground,60,60,40,65,45,35,3,0,Bug,Grass,75,103,80,70,80,92,5,0,0,Leavanny_vs_Numel
Fire,,44,58,44,58,44,61,4,0,Psychic,,50,95,90,95,90,180,3,1,0,Chimchar_vs_Deoxys Speed Forme
Electric,Steel,70,70,115,130,90,60,4,0,Bug,Steel,70,150,140,65,100,75,2,0,0,Magnezone_vs_Mega Scizor
Grass,Flying,55,45,50,45,65,80,2,0,Electric,,45,60,32,50,32,76,5,0,1,Blitzle_vs_Skiploom
Bug,Grass,60,95,80,60,80,30,1,0,Dark,Steel,65,125,100,60,70,70,5,0,0,Bisharp_vs_Parasect
Bug,Flying,60,70,50,100,50,65,3,0,Normal,Flying,40,55,30,30,30,85,3,0,0,Beautifly_vs_Taillow
Grass,,66,65,48,62,57,52,6,0,Bug,,45,45,35,20,30,20,3,0,1,Skiddo_vs_Wurmple
Psychic,Flying,55,45,43,55,43,72,5,0,Normal,Flying,62,77,62,50,42,65,5,0,1,Tranquill_vs_Woobat
Fighting,,90,130,80,65,85,55,1,0,Normal,,55,55,50,45,65,55,1,0,0,Eevee_vs_Machamp
Rock,Water,60,115,105,65,70,80,1,0,Electric,,70,55,55,80,60,45,2,0,1,Flaaffy_vs_Kabutops
Psychic,,70,55,95,95,110,65,5,0,Steel,,60,100,115,70,85,90,5,0,0,Gothitelle_vs_Klinklang
Bug,Ground,31,45,90,30,30,40,3,0,Bug,Fire,85,60,65,135,105,100,5,0,0,Nincada_vs_Volcarona
Fairy,,82,80,86,85,75,72,6,0,Rock,Fairy,50,50,150,50,150,50,6,0,1,Carbink_vs_Slurpuff
Ice,Flying,90,85,100,95,125,85,1,1,Fire,Ground,70,120,100,145,105,20,3,0,1,Articuno_vs_Mega Camerupt
Grass,,70,60,70,87,78,85,4,0,Normal,,65,80,65,35,65,60,5,0,1,Cherrim_vs_Herdier
Dragon,Flying,105,150,90,150,90,95,3,1,Ground,Rock,80,85,95,30,30,25,1,0,1,Rayquaza_vs_Rhyhorn
Bug,Poison,65,90,40,45,80,75,1,0,Rock,Grass,86,81,97,81,107,43,3,0,1,Beedrill_vs_Cradily
Water,Dark,63,120,85,90,55,55,3,0,Fairy,,35,20,65,40,65,20,2,0,1,Crawdaunt_vs_Togepi
Dark,Fire,75,90,90,140,90,115,2,0,Psychic,Fire,100,100,100,100,100,100,5,1,1,Mega Houndoom_vs_Victini
Poison,,65,90,120,85,70,60,1,0,Fire,,59,59,58,90,70,73,6,0,0,Braixen_vs_Weezing
Bug,Grass,35,70,55,45,55,25,1,0,Rock,Psychic,70,95,85,55,65,70,3,0,0,Paras_vs_Solrock
Bug,,50,20,55,25,25,30,1,0,Fighting,,50,120,53,35,110,87,1,0,0,Hitmonlee_vs_Metapod
Ghost,,38,30,85,55,65,30,5,0,Normal,,85,80,70,135,75,90,4,0,0,PorygonZ_vs_Yamask
Water,,95,60,79,100,125,81,3,0,Fire,,65,130,60,95,110,65,1,0,1,Flareon_vs_Milotic
Grass,,75,80,95,90,100,50,2,0,Water,Ground,111,83,68,92,82,39,4,0,1,Bellossom_vs_Gastrodon
Electric,,45,60,32,50,32,76,5,0,Water,Ghost,55,40,50,65,85,40,5,0,0,Blitzle_vs_Frillish
Rock,Flying,55,112,45,74,45,70,5,0,Water,,55,104,105,94,75,52,3,0,1,Archen_vs_Huntail
Ghost,Poison,30,35,30,100,35,80,1,0,Water,,95,100,85,108,70,70,5,0,1,Gastly_vs_Samurott
Poison,Flying,85,90,80,70,80,130,2,0,Poison,,105,105,75,65,100,50,1,0,1,Crobat_vs_Muk
Bug,Grass,60,95,80,60,80,30,1,0,Electric,,45,60,32,50,32,76,5,0,0,Blitzle_vs_Parasect
Fighting,,72,60,30,20,30,25,3,0,Normal,,35,46,34,35,45,20,2,0,1,Makuhita_vs_Sentret
Normal,,60,60,60,60,60,60,3,0,Dragon,,45,75,60,40,30,50,3,0,1,Bagon_vs_Spinda
Rock,,70,105,105,50,40,20,5,0,Water,,53,51,53,61,56,40,4,0,0,Boldore_vs_Piplup
Psychic,Fairy,38,35,35,65,55,50,3,0,Bug,,50,20,55,25,25,30,1,0,1,Kirlia_vs_Metapod
Fire,Psychic,105,30,105,140,105,55,5,0,Steel,Rock,70,110,180,60,60,50,3,0,1,Aggron_vs_Darmanitan Zen Mode
Ghost,Dragon,150,120,100,120,100,90,4,1,Ground,,90,60,60,40,40,40,2,0,1,Giratina Origin Forme_vs_Phanpy
Psychic,,45,30,50,55,65,45,5,0,Poison,,70,62,67,55,55,56,1,0,0,Gothita_vs_Nidorina
Water,,64,66,68,81,76,50,4,0,Fighting,,65,125,60,95,60,105,5,0,0,Mienshao_vs_Prinplup
Water,,30,65,100,45,25,40,1,0,Fire,Fighting,76,104,71,104,71,108,4,0,0,Infernape_vs_Shellder
Electric,,45,63,37,65,55,95,2,0,Poison,,100,73,83,73,83,55,3,0,1,Elekid_vs_Swalot
Normal,Flying,40,55,30,30,30,60,4,0,Normal,,45,60,45,25,45,55,5,0,1,Lillipup_vs_Starly
Water,,45,67,60,35,50,63,1,0,Steel,Fairy,57,80,91,80,87,75,6,0,0,Goldeen_vs_Klefki
Water,,49,49,56,49,61,66,4,0,Water,,100,75,115,90,115,85,2,1,0,Finneon_vs_Suicune
Water,Psychic,95,75,110,100,80,30,1,0,Grass,,60,62,80,63,80,60,2,0,0,Bayleef_vs_Slowbro
Normal,,65,70,60,65,65,115,1,0,Psychic,Fighting,68,165,95,65,115,110,4,0,1,Mega Gallade_vs_Persian
Water,Flying,60,50,100,85,70,65,3,0,Psychic,Fighting,106,190,100,154,100,130,1,1,0,Mega Mewtwo X_vs_Pelipper
Electric,,65,83,57,95,85,105,1,0,Poison,Dragon,65,75,90,97,123,44,6,0,1,Dragalge_vs_Electabuzz
Psychic,Flying,65,75,70,95,70,95,2,0,Fairy,,101,72,72,99,89,29,6,0,1,Aromatisse_vs_Xatu
Dark,Steel,65,125,100,60,70,70,5,0,Normal,,55,66,44,44,56,85,4,0,0,Bisharp_vs_Buneary
Psychic,,48,72,48,72,48,48,2,0,Bug,,65,73,55,47,75,85,3,0,0,Unown_vs_Volbeat
Bug,Poison,70,65,60,90,75,90,1,0,Electric,Flying,90,90,85,125,90,100,1,1,0,Venomoth_vs_Zapdos
Rock,Fighting,91,129,90,72,90,108,5,1,Water,,90,75,75,90,100,70,2,0,1,Politoed_vs_Terrakion
Ground,,50,50,95,40,50,35,1,0,Electric,Normal,62,55,52,109,94,109,6,0,1,Cubone_vs_Heliolisk
Steel,Dragon,100,120,120,150,100,90,4,1,Water,,44,48,65,50,64,43,1,0,1,Dialga_vs_Squirtle
Fire,Flying,62,73,55,56,52,84,6,0,Ghost,Grass,85,110,76,65,82,56,6,0,1,Fletchinder_vs_Trevenant
Normal,,73,95,62,85,65,85,2,0,Rock,Fairy,50,160,110,160,110,110,6,1,0,Mega Diancie_vs_Stantler
Dragon,Ground,108,130,95,80,85,102,4,0,Bug,Water,40,30,32,50,52,65,3,0,1,Garchomp_vs_Surskit
Ghost,Dragon,150,120,100,120,100,90,4,1,Steel,Fairy,50,85,85,55,55,50,3,0,0,Giratina Origin Forme_vs_Mawile
Bug,,77,85,51,55,51,65,4,0,Electric,Water,50,65,107,105,107,86,4,0,0,Kricketune_vs_Wash Rotom
Poison,,70,62,67,55,55,56,1,0,Ghost,Dragon,150,120,100,120,100,90,4,1,0,Giratina Origin Forme_vs_Nidorina
Rock,Flying,75,140,65,112,65,110,5,0,Electric,,80,120,79,95,79,70,4,0,1,Archeops_vs_Luxray
Normal,,75,95,60,65,60,115,5,0,Poison,,100,73,83,73,83,55,3,0,1,Cinccino_vs_Swalot
Bug,Flying,55,35,50,55,110,85,2,0,Normal,Flying,45,40,60,40,75,50,3,0,1,Ledian_vs_Swablu
Water,Rock,54,78,103,53,45,22,5,0,Water,,44,48,65,50,64,43,1,0,0,Squirtle_vs_Tirtouga
Water,,65,65,65,50,50,90,1,0,Normal,Fairy,90,30,15,40,20,15,2,0,1,Igglybuff_vs_Poliwhirl
Rock,Flying,80,105,65,60,75,130,1,0,Fighting,,80,100,70,50,60,45,1,0,1,Aerodactyl_vs_Machoke
Normal,,70,65,65,55,55,70,3,0,Dark,,65,130,60,75,60,75,3,0,0,Absol_vs_Delcatty
Rock,Psychic,70,95,85,55,65,70,3,0,Normal,Flying,35,85,45,35,35,75,1,0,0,Doduo_vs_Solrock
Grass,,66,65,48,62,57,52,6,0,Bug,Flying,70,60,62,80,82,60,3,0,0,Masquerain_vs_Skiddo
Water,,30,45,55,70,55,85,1,0,Ice,,80,80,80,80,80,80,3,0,1,Glalie_vs_Staryu
Water,Grass,80,70,70,90,100,70,3,0,Bug,,50,40,85,40,65,25,5,0,1,Ludicolo_vs_Shelmet
Grass,Poison,80,82,83,100,100,80,1,0,Bug,Flying,30,30,42,30,42,70,4,0,1,Combee_vs_Venusaur
Rock,Dragon,58,89,77,45,45,48,6,0,Electric,,90,75,85,115,90,55,2,0,0,Ampharos_vs_Tyrunt
Bug,Electric,50,47,50,57,50,65,5,0,Water,,55,84,105,114,75,52,3,0,1,Gorebyss_vs_Joltik
Fighting,,35,35,35,35,35,35,2,0,Ghost,Grass,54,66,70,44,55,46,6,0,0,Pumpkaboo Large Size_vs_Tyrogue
Bug,Flying,65,155,120,65,90,105,1,0,Psychic,,62,48,54,63,60,68,6,0,1,Espurr_vs_Mega Pinsir
Fire,Normal,62,50,58,73,54,72,6,0,Steel,Ground,75,85,200,55,65,30,2,0,1,Litleo_vs_Steelix
Water,Electric,125,58,58,76,76,67,2,0,Bug,,50,35,55,25,25,15,3,0,1,Cascoon_vs_Lanturn
Water,,55,84,105,114,75,52,3,0,Dark,Steel,65,125,100,60,70,70,5,0,0,Bisharp_vs_Gorebyss
Electric,Fire,50,65,107,105,107,86,4,0,Fighting,,35,35,35,35,35,35,2,0,1,Heat Rotom_vs_Tyrogue
Water,Electric,75,38,38,56,56,67,2,0,Poison,Flying,40,45,35,30,40,55,1,0,1,Chinchou_vs_Zubat
Steel,Psychic,40,55,80,35,60,30,3,0,Steel,Psychic,80,135,130,95,90,70,3,0,0,Beldum_vs_Metagross
Dragon,Flying,105,150,90,150,90,95,3,1,Water,Rock,54,78,103,53,45,22,5,0,1,Rayquaza_vs_Tirtouga
Psychic,,80,105,105,105,105,80,4,1,Bug,,40,29,45,29,45,36,4,0,1,Burmy_vs_Mesprit
Ground,Flying,89,145,90,105,80,91,5,1,Poison,,50,50,62,40,62,65,5,0,1,Landorus Therian Forme_vs_Trubbish
Grass,Poison,45,50,55,75,65,30,1,0,Fire,Fighting,90,93,55,70,55,55,5,0,0,Oddish_vs_Pignite
Normal,,60,60,60,60,60,60,3,0,Normal,Fighting,100,128,90,77,77,128,5,0,0,Meloetta Pirouette Forme_vs_Spinda
Electric,,20,40,15,35,35,60,2,0,Dragon,Electric,100,150,120,120,100,90,5,1,0,Pichu_vs_Zekrom
Rock,,80,100,200,50,100,50,3,1,Dragon,Flying,105,180,100,180,100,115,3,1,0,Mega Rayquaza_vs_Regirock
Water,Ground,75,65,55,65,55,69,5,0,Electric,,60,40,50,75,85,95,3,0,0,Minun_vs_Palpitoad
Water,Flying,60,50,100,85,70,65,3,0,Fairy,Flying,55,40,85,80,105,40,2,0,1,Pelipper_vs_Togetic
Psychic,,74,48,76,83,81,104,6,0,Normal,,55,20,35,20,45,75,2,0,1,Meowstic Male_vs_Smeargle
Ghost,,38,30,85,55,65,30,5,0,Poison,Dark,70,90,110,60,75,95,4,0,0,Drapion_vs_Yamask
Flying,Dragon,85,70,80,97,80,123,6,0,Psychic,,60,45,70,75,85,55,5,0,1,Gothorita_vs_Noivern
Dark,Ice,55,95,55,35,75,115,2,0,Psychic,Fire,100,100,100,100,100,100,5,1,1,Sneasel_vs_Victini
Ice,,80,80,80,80,80,80,3,0,Steel,Fairy,57,80,91,80,87,75,6,0,1,Glalie_vs_Klefki
Bug,Flying,70,110,80,55,80,105,1,0,Water,Ground,111,83,68,92,82,39,4,0,1,Gastrodon_vs_Scyther
Psychic,,65,65,60,130,95,110,2,0,Normal,,75,100,95,40,70,110,1,0,0,Espeon_vs_Tauros
Normal,,110,160,110,80,110,100,4,1,Electric,,90,75,85,115,90,55,2,0,1,Ampharos_vs_Regigigas
Rock,Dragon,82,121,119,69,59,71,6,0,Bug,Fire,85,60,65,135,105,100,5,0,0,Tyrantrum_vs_Volcarona
Psychic,Fighting,68,165,95,65,115,110,4,0,Psychic,Fire,100,100,100,100,100,100,5,1,1,Mega Gallade_vs_Victini
Normal,Flying,76,65,45,92,42,91,4,0,Fighting,,75,80,55,25,35,35,5,0,1,Chatot_vs_Timburr
Bug,Electric,50,47,50,57,50,65,5,0,Ground,,50,50,95,40,50,35,1,0,1,Cubone_vs_Joltik
Water,,65,80,80,59,63,58,2,0,Ghost,Dragon,150,120,100,120,100,90,4,1,0,Croconaw_vs_Giratina Origin Forme
Ground,Rock,80,85,95,30,30,25,1,0,Grass,,80,82,100,83,100,80,2,0,0,Meganium_vs_Rhyhorn
Dark,,65,130,60,75,60,75,3,0,Ghost,Poison,60,65,60,130,75,110,1,0,0,Absol_vs_Gengar
Psychic,Flying,106,90,130,90,154,110,2,1,Grass,,50,85,40,85,40,35,3,0,1,Cacnea_vs_Lugia
Bug,,45,22,60,27,30,29,6,0,Ground,Dark,95,117,80,65,70,92,5,0,0,Krookodile_vs_Spewpa
Electric,,45,63,37,65,55,95,2,0,Normal,,55,55,50,45,65,55,1,0,1,Eevee_vs_Elekid
Ground,Flying,65,75,105,35,65,85,2,0,Dark,Dragon,92,105,90,125,90,98,5,0,0,Gligar_vs_Hydreigon
Rock,Ice,123,77,72,99,92,58,6,0,Ground,,68,72,78,38,42,32,4,0,1,Aurorus_vs_Hippopotas
Fire,Fighting,76,104,71,104,71,108,4,0,Dark,Ice,70,120,65,45,85,125,4,0,0,Infernape_vs_Weavile
Fire,Fighting,60,85,60,85,60,55,3,0,Fire,,39,52,43,60,50,65,1,0,0,Charmander_vs_Combusken
Water,Fairy,70,20,50,20,50,40,2,0,Dragon,Psychic,80,130,100,160,120,110,3,1,0,Marill_vs_Mega Latios
Steel,,60,80,95,70,85,50,5,0,Water,Flying,60,50,100,85,70,65,3,0,0,Klang_vs_Pelipper
Fire,Ground,70,100,70,105,75,40,3,0,Rock,Ground,35,45,160,30,45,70,1,0,0,Camerupt_vs_Onix
Poison,Dragon,65,75,90,97,123,44,6,0,Water,Flying,62,44,50,44,50,55,5,0,0,Dragalge_vs_Ducklett
Water,,35,65,35,65,35,65,2,0,Bug,Flying,70,80,102,80,102,40,4,0,1,Remoraid_vs_Vespiquen
Psychic,,116,55,85,107,95,29,5,0,Steel,,80,75,150,75,150,50,3,1,0,Musharna_vs_Registeel
Fighting,,65,125,60,95,60,105,5,0,Psychic,Fire,100,100,100,100,100,100,5,1,1,Mienshao_vs_Victini
Normal,,85,80,70,135,75,90,4,0,Fighting,,72,60,30,20,30,25,3,0,1,Makuhita_vs_PorygonZ
Psychic,,85,73,70,73,115,67,1,0,Ice,,50,50,50,50,50,50,3,0,1,Hypno_vs_Snorunt
Electric,,60,50,70,80,80,140,1,0,Psychic,Flying,106,90,130,90,154,110,2,1,1,Electrode_vs_Lugia
Bug,Steel,70,130,100,55,80,65,2,0,Poison,,105,105,75,65,100,50,1,0,1,Muk_vs_Scizor
Normal,,75,95,60,65,60,115,5,0,Psychic,,25,20,15,105,55,90,1,0,1,Abra_vs_Cinccino
Psychic,,45,30,50,65,50,45,4,0,Ground,Flying,89,125,90,115,80,101,5,1,0,Chingling_vs_Landorus Incarnate Forme
Ghost,Poison,60,65,60,130,75,110,1,0,Bug,Steel,71,120,95,120,95,99,5,0,0,Genesect_vs_Gengar
Grass,,65,55,115,100,40,60,1,0,Bug,Flying,70,110,80,55,80,105,1,0,0,Scyther_vs_Tangela
Rock,Bug,45,95,50,40,50,75,3,0,Fire,,45,60,40,70,50,45,3,0,1,Anorith_vs_Torchic
Bug,Flying,55,35,50,55,110,85,2,0,Grass,Poison,60,62,63,80,80,60,1,0,1,Ivysaur_vs_Ledian
Bug,Fire,55,85,55,50,55,60,5,0,Fairy,Flying,85,50,95,120,115,80,4,0,0,Larvesta_vs_Togekiss
Steel,,40,55,70,45,60,30,5,0,Ghost,Grass,43,70,48,50,60,38,6,0,0,Klink_vs_Phantump
Bug,Steel,70,135,105,60,105,20,5,0,Electric,Flying,79,115,70,125,80,111,5,1,1,Escavalier_vs_Thundurus Incarnate Forme
Normal,,95,110,95,40,95,55,5,0,Rock,Psychic,70,55,65,95,85,70,3,0,0,Bouffalant_vs_Lunatone
Dark,Flying,126,131,95,131,98,99,6,1,Normal,,60,60,60,60,60,60,3,0,1,Spinda_vs_Yveltal
Normal,Psychic,100,77,77,128,128,90,5,0,Steel,Flying,65,80,140,40,70,70,2,0,1,Meloetta Aria Forme_vs_Skarmory
Normal,,135,85,40,40,85,5,4,0,Bug,,50,35,55,25,25,15,3,0,1,Cascoon_vs_Munchlax
Water,,79,103,120,135,115,78,1,0,Ice,,65,60,110,130,95,65,4,0,1,Glaceon_vs_Mega Blastoise
Poison,Bug,40,50,90,30,55,65,4,0,Grass,,60,40,60,40,60,35,3,0,1,Shroomish_vs_Skorupi
